Sample ID,Subject ID,Factors,Additional sample data
PN01055-0002,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '2', 'Clinical_Parameters': '155', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1949', 'Age (now)': '65', 'Age (BOD-OD)': '61', 'Race': 'White', 'Stage OB': '3', 'BMI': '24.5', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN02760,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '147', 'ER': '1', 'PR': '1', 'HER-2 neu': 'equivocal (score 1)', 'YOB': '1948', 'Age (now)': '66', 'Age (BOD-OD)': '62', 'Race': 'White', 'Stage OB': '1', 'BMI': '25.9', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'N'}"
PN02917,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '202', 'ER': '1', 'PR': '-', 'HER-2 neu': 'equivocal (score 2+)', 'YOB': '1948', 'Age (now)': '66', 'Age (BOD-OD)': '62', 'Race': 'Oriental', 'Stage OB': '1', 'BMI': '15.9', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'N'}"
PN02304,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '1', 'Clinical_Parameters': '224', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1948', 'Age (now)': '66', 'Age (BOD-OD)': '62', 'Race': 'White', 'Stage OB': '2b', 'BMI': '28.1', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00733,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '1', 'Clinical_Parameters': '118', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1947', 'Age (now)': '67', 'Age (BOD-OD)': '62', 'Race': 'White', 'Stage OB': '3', 'BMI': '28', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03046,-,"{'Diagnosis': 'Breast cancer', 'Stage': '4'}","{'Sub-group': '-', 'Clinical_Parameters': '98', 'ER': '-', 'PR': '-', 'HER-2 neu': '-', 'YOB': '1948', 'Age (now)': '66', 'Age (BOD-OD)': '62', 'Race': 'Black', 'Stage OB': '4', 'BMI': '18.5', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': '40455'}"
PN02020,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '41', 'ER': '-', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1946', 'Age (now)': '68', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '1', 'BMI': '27.4', 'Year of Sample Collection': '2009', 'Prog/Relapse by 9/7/11': 'N'}"
PN02307,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '124', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1946', 'Age (now)': '68', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '1', 'BMI': '32.1', 'Year of Sample Collection': '2009', 'Prog/Relapse by 9/7/11': 'N'}"
PN02394,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '133', 'ER': '1', 'PR': '1', 'HER-2 neu': 'equivocal', 'YOB': '1946', 'Age (now)': '68', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '1', 'BMI': '40.5', 'Year of Sample Collection': '2009', 'Prog/Relapse by 9/7/11': 'N'}"
PN00272,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '1', 'Clinical_Parameters': '35', 'ER': '-', 'PR': '-', 'HER-2 neu': '-', 'YOB': '1944', 'Age (now)': '70', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '2', 'BMI': '23.1', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00481,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '2', 'Clinical_Parameters': '77', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1945', 'Age (now)': '69', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '2', 'BMI': '26.3', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00333,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '2', 'Clinical_Parameters': '37', 'ER': '1', 'PR': '-', 'HER-2 neu': '-', 'YOB': '1944', 'Age (now)': '70', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '3', 'BMI': '24.1', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00437,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '1', 'Clinical_Parameters': '63', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1945', 'Age (now)': '69', 'Age (BOD-OD)': '63', 'Race': 'White', 'Stage OB': '3', 'BMI': '32', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00547,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '2', 'Clinical_Parameters': '109', 'ER': '1', 'PR': '1', 'HER-2 neu': '1', 'YOB': '1944', 'Age (now)': '70', 'Age (BOD-OD)': '64', 'Race': 'White', 'Stage OB': '2b', 'BMI': '41.4', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00919,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '1', 'Clinical_Parameters': '143', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1945', 'Age (now)': '69', 'Age (BOD-OD)': '64', 'Race': 'Other', 'Stage OB': '2', 'BMI': '29.3', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03537,-,"{'Diagnosis': 'Breast cancer', 'Stage': '4'}","{'Sub-group': '-', 'Clinical_Parameters': '153', 'ER': '1', 'PR': '-', 'HER-2 neu': '-', 'YOB': '1946', 'Age (now)': '68', 'Age (BOD-OD)': '64', 'Race': 'White', 'Stage OB': '4', 'BMI': '33.3', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': '-'}"
PN02854,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '78', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1945', 'Age (now)': '69', 'Age (BOD-OD)': '65', 'Race': 'White', 'Stage OB': '1', 'BMI': '24.3', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'N'}"
PN02110,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '2', 'Clinical_Parameters': '221', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1945', 'Age (now)': '69', 'Age (BOD-OD)': '65', 'Race': 'White', 'Stage OB': '2a', 'BMI': '35.4', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN00377,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '2', 'Clinical_Parameters': '212', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1943', 'Age (now)': '71', 'Age (BOD-OD)': '65', 'Race': 'White', 'Stage OB': '3', 'BMI': '29.9', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN01935,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '32', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1943', 'Age (now)': '71', 'Age (BOD-OD)': '66', 'Race': 'White', 'Stage OB': '1', 'BMI': '23.3', 'Year of Sample Collection': '2009', 'Prog/Relapse by 9/7/11': 'N'}"
PN01321,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '2', 'Clinical_Parameters': '169', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1943', 'Age (now)': '71', 'Age (BOD-OD)': '66', 'Race': 'White', 'Stage OB': '2', 'BMI': '36.7', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN01766-0001.5,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '1', 'Clinical_Parameters': '189', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '1942', 'Age (now)': '72', 'Age (BOD-OD)': '67', 'Race': 'White', 'Stage OB': '3', 'BMI': '44.5', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03438,-,"{'Diagnosis': 'Breast cancer', 'Stage': '4'}","{'Sub-group': '-', 'Clinical_Parameters': '121', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1943', 'Age (now)': '71', 'Age (BOD-OD)': '67', 'Race': 'White', 'Stage OB': '4', 'BMI': '21.8', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': '-'}"
PN02791,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '179', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1942', 'Age (now)': '72', 'Age (BOD-OD)': '68', 'Race': 'Other', 'Stage OB': '1', 'BMI': '29.1', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'N'}"
PN01766-0002.6,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '2', 'Clinical_Parameters': '187', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1942', 'Age (now)': '72', 'Age (BOD-OD)': '68', 'Race': 'White', 'Stage OB': '3', 'BMI': '44.5', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN02944,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '87', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1941', 'Age (now)': '73', 'Age (BOD-OD)': '69', 'Race': 'White', 'Stage OB': '1', 'BMI': '27.9', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'yr95 stage I, yr10 recurrence'}"
PN03140,-,"{'Diagnosis': 'Breast cancer', 'Stage': '4'}","{'Sub-group': '-', 'Clinical_Parameters': '6', 'ER': '1', 'PR': '1', 'HER-2 neu': '1', 'YOB': '1941', 'Age (now)': '73', 'Age (BOD-OD)': '69', 'Race': 'White', 'Stage OB': '4', 'BMI': '22.3', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': '-'}"
PN03579,-,"{'Diagnosis': 'Breast cancer', 'Stage': '4'}","{'Sub-group': '-', 'Clinical_Parameters': '84', 'ER': '1', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1941', 'Age (now)': '73', 'Age (BOD-OD)': '69', 'Race': 'Black', 'Stage OB': '4', 'BMI': '24', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': '40631'}"
PN00537,-,"{'Diagnosis': 'Breast cancer', 'Stage': '2'}","{'Sub-group': '1', 'Clinical_Parameters': '215', 'ER': '1', 'PR': '1', 'HER-2 neu': '1', 'YOB': '1939', 'Age (now)': '75', 'Age (BOD-OD)': '69', 'Race': 'Asian', 'Stage OB': '2', 'BMI': '26.9', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN02637,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '101', 'ER': '1', 'PR': '1', 'HER-2 neu': 'unknown', 'YOB': '1940', 'Age (now)': '74', 'Age (BOD-OD)': '70', 'Race': 'White', 'Stage OB': '1', 'BMI': '23.4', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'N'}"
PN02523,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '216', 'ER': '1', 'PR': '1', 'HER-2 neu': 'equivocal (score 1+)', 'YOB': '1938', 'Age (now)': '76', 'Age (BOD-OD)': '71', 'Race': 'White', 'Stage OB': '1', 'BMI': '25.3', 'Year of Sample Collection': '2009', 'Prog/Relapse by 9/7/11': 'N'}"
PN02956,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '55', 'ER': '-', 'PR': '-', 'HER-2 neu': '1', 'YOB': '1938', 'Age (now)': '76', 'Age (BOD-OD)': '72', 'Race': 'White', 'Stage OB': '1', 'BMI': '24.3', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': 'N'}"
PN01449,-,"{'Diagnosis': 'Breast cancer', 'Stage': '3'}","{'Sub-group': '1', 'Clinical_Parameters': '175', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '1938', 'Age (now)': '76', 'Age (BOD-OD)': '72', 'Race': 'white', 'Stage OB': '3', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN02212,-,"{'Diagnosis': 'Breast cancer', 'Stage': '1'}","{'Sub-group': '-', 'Clinical_Parameters': '64', 'ER': '1', 'PR': '-', 'HER-2 neu': '-', 'YOB': '1936', 'Age (now)': '78', 'Age (BOD-OD)': '73', 'Race': 'White', 'Stage OB': '1', 'BMI': '18.7', 'Year of Sample Collection': '2009', 'Prog/Relapse by 9/7/11': 'N'}"
PN03212,-,"{'Diagnosis': 'Breast cancer', 'Stage': '4'}","{'Sub-group': '-', 'Clinical_Parameters': '61', 'ER': '1', 'PR': '1', 'HER-2 neu': '-', 'YOB': '1937', 'Age (now)': '77', 'Age (BOD-OD)': '73', 'Race': 'Black', 'Stage OB': '4', 'BMI': '29.7', 'Year of Sample Collection': '2010', 'Prog/Relapse by 9/7/11': '-'}"
PN03936,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '3', 'Clinical_Parameters': '30', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '35', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03938,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '36', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '34', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03946,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '59', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '34', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03956,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '85', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '34', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03968,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '116', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '34', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03976,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '138', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '34', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03933,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '22', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '33', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03940,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '3', 'Clinical_Parameters': '42', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '33', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03941,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '45', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '33', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03966,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '3', 'Clinical_Parameters': '111', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '33', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03975,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '136', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '33', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03970,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '3', 'Clinical_Parameters': '122', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '32', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03972,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '128', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '32', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03926,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '1', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03928,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '3', 'Clinical_Parameters': '7', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03934,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '24', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03935,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '27', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03955,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '82', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03964,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '105', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03965,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '108', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '31', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03943,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '50', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '30', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03988,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '171', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '30', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03990,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '177', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '30', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03986,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '165', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '28', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03987,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '3', 'Clinical_Parameters': '168', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '28', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03998,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '200', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '27', 'Race': 'B', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03999,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '203', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '27', 'Race': 'B', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03984,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '160', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '26', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03950,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '68', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '25', 'Race': 'L', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03989,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '174', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '25', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03993,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '1', 'Clinical_Parameters': '185', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '25', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03995,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '2', 'Clinical_Parameters': '191', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '25', 'Race': 'B', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
PN03983,-,"{'Diagnosis': 'Control', 'Stage': '-'}","{'Sub-group': '4', 'Clinical_Parameters': '157', 'ER': 'NA', 'PR': 'NA', 'HER-2 neu': 'NA', 'YOB': '-', 'Age (now)': '2014', 'Age (BOD-OD)': '24', 'Race': 'C', 'Stage OB': 'NA', 'BMI': 'NA', 'Year of Sample Collection': '-', 'Prog/Relapse by 9/7/11': '-'}"
